age,balance,day,duration,campaign,job,marital,education,default,housing,loan,contact,month,y
31,3075,16,529,37,blue-collar,,secondary,no,no,no,cellular,aug,1
36,11464,26,772,34,housemaid,single,secondary,no,yes,no,cellular,,1
60,3841,25,810,20,blue-collar,married,secondary,no,no,no,cellular,,1
52,2114,17,1140,46,blue-collar,single,tertiary,no,yes,no,cellular,,1
43,-868,2,942,14,entrepreneur,single,primary,no,yes,no,,may,1
26,1685,15,792,7,blue-collar,single,tertiary,no,yes,no,unknown,may,1
31,869,18,109,32,blue-collar,,tertiary,no,no,no,cellular,aug,1
35,1762,28,779,11,entrepreneur,single,tertiary,no,yes,yes,cellular,apr,1
36,9911,24,1328,23,blue-collar,single,secondary,no,yes,no,cellular,,1
36,9725,10,906,9,blue-collar,single,tertiary,no,yes,no,unknown,,1
44,1783,17,2653,7,blue-collar,single,tertiary,no,yes,no,cellular,,1
23,4505,24,105,18,blue-collar,single,tertiary,no,no,no,cellular,,1
35,5744,27,1130,14,blue-collar,married,secondary,no,yes,yes,,may,1
32,3316,29,1022,7,blue-collar,married,,no,yes,yes,cellular,may,1
47,2048,7,168,23,retired,married,secondary,no,no,no,cellular,,1
40,20,26,1816,55,blue-collar,single,tertiary,no,no,no,cellular,,1
43,9202,11,814,55,blue-collar,married,tertiary,no,no,no,,,1
26,590,21,68,3,blue-collar,single,tertiary,no,no,no,cellular,may,1
32,551,21,295,25,entrepreneur,married,,no,yes,yes,cellular,may,1
28,352,11,1180,29,blue-collar,single,,no,no,no,cellular,apr,1
35,1215,11,2775,50,entrepreneur,married,secondary,no,yes,no,cellular,apr,1
38,800,10,419,15,management,married,tertiary,no,no,no,cellular,feb,1
32,2185,16,1243,2,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
60,3430,26,677,39,,divorced,secondary,no,no,no,cellular,jul,1
59,-433,15,535,34,blue-collar,divorced,secondary,no,no,no,cellular,feb,1
37,-232,18,1925,46,blue-collar,single,,no,no,no,cellular,may,1
30,-1980,1,1514,10,blue-collar,single,secondary,no,yes,no,cellular,apr,1
35,619,11,166,4,entrepreneur,,tertiary,no,no,no,cellular,aug,1
32,10215,15,404,44,blue-collar,married,secondary,no,yes,no,cellular,nov,1
30,1531,9,439,39,blue-collar,single,tertiary,no,yes,no,unknown,may,1
31,523,26,1097,15,housemaid,single,secondary,no,no,no,cellular,,1
30,748,24,1380,31,blue-collar,single,secondary,no,yes,no,cellular,nov,1
43,3626,31,968,3,housemaid,married,,no,yes,no,cellular,jul,1
30,1140,13,125,35,entrepreneur,married,,no,no,no,cellular,aug,1
41,-684,8,176,21,blue-collar,married,tertiary,no,no,no,cellular,aug,1
55,-131,5,594,24,blue-collar,married,primary,no,no,no,cellular,,1
59,-344,30,349,14,blue-collar,married,tertiary,no,yes,no,cellular,,1
26,3994,7,1161,18,blue-collar,single,secondary,no,yes,no,cellular,,1
27,337,3,563,9,housemaid,single,secondary,no,no,no,telephone,,1
40,5901,31,2372,26,blue-collar,divorced,primary,no,yes,no,cellular,apr,1
46,1626,10,1499,55,entrepreneur,married,secondary,no,no,no,cellular,nov,1
25,4089,7,207,25,blue-collar,single,secondary,no,yes,no,cellular,may,1
46,772,11,112,46,entrepreneur,married,secondary,no,yes,no,unknown,may,1
28,2079,6,740,35,retired,,tertiary,no,no,no,cellular,may,1
34,1951,28,2150,30,retired,married,secondary,no,yes,no,unknown,,1
32,4314,24,680,35,blue-collar,single,tertiary,no,no,no,,feb,1
29,777,27,443,14,entrepreneur,married,secondary,no,yes,no,cellular,,1
35,2340,9,546,9,blue-collar,single,tertiary,no,yes,yes,,,1
42,-69,31,96,22,entrepreneur,married,,no,yes,no,cellular,apr,1
56,1170,30,575,38,blue-collar,married,secondary,no,yes,no,unknown,,1
27,6174,7,1368,10,blue-collar,married,,no,yes,no,unknown,,1
71,-307,7,911,38,blue-collar,married,,no,no,no,cellular,feb,1
48,2559,12,378,4,housemaid,,secondary,no,yes,no,unknown,may,1
45,1182,11,824,39,technician,married,tertiary,no,no,no,cellular,,1
67,10768,20,423,16,blue-collar,,tertiary,no,no,no,,,1
38,7495,17,486,31,entrepreneur,divorced,primary,no,yes,no,cellular,,1
29,1212,30,425,39,blue-collar,single,tertiary,no,no,no,cellular,,1
59,-166,13,230,5,blue-collar,married,secondary,no,no,no,cellular,,1
45,3243,27,861,1,entrepreneur,married,secondary,no,yes,no,cellular,jun,1
51,3649,14,1083,7,blue-collar,,secondary,no,no,no,cellular,jul,1
38,2829,28,243,19,management,single,tertiary,no,yes,no,cellular,may,1
31,4138,24,512,43,blue-collar,married,secondary,no,yes,yes,cellular,,1
59,2424,29,784,38,blue-collar,divorced,secondary,no,no,no,cellular,,1
37,2249,4,1410,38,blue-collar,married,tertiary,no,no,no,,feb,1
30,11287,7,1195,34,blue-collar,married,secondary,no,yes,no,cellular,may,1
28,2542,6,255,55,blue-collar,single,,no,yes,no,unknown,may,1
29,2704,31,1341,58,housemaid,married,,no,no,no,cellular,apr,1
37,5367,25,908,28,entrepreneur,divorced,secondary,no,yes,no,unknown,may,1
38,238,9,1489,58,admin,married,,no,no,no,cellular,jun,1
29,2231,27,812,35,entrepreneur,married,tertiary,no,no,no,cellular,apr,1
53,10112,1,238,34,entrepreneur,married,primary,no,no,no,cellular,,1
32,-55,17,361,36,housemaid,single,secondary,no,yes,no,cellular,,1
34,609,15,359,55,housemaid,married,secondary,no,yes,no,cellular,may,1
42,1846,13,590,34,entrepreneur,married,tertiary,no,yes,no,cellular,,1
45,1641,3,1994,58,entrepreneur,divorced,,no,yes,no,unknown,may,1
35,1575,4,594,1,blue-collar,,secondary,no,yes,no,cellular,apr,1
41,6706,29,1463,50,blue-collar,married,,no,no,no,cellular,,1
53,4760,6,1003,30,blue-collar,married,secondary,no,no,no,cellular,may,1
53,1423,16,1934,16,blue-collar,single,,no,yes,no,unknown,may,1
35,1124,18,598,5,entrepreneur,,secondary,no,yes,no,unknown,jun,1
59,294,18,1650,12,blue-collar,divorced,secondary,no,yes,no,cellular,,1
28,2076,17,248,37,entrepreneur,single,secondary,no,yes,no,cellular,,1
34,13711,6,326,24,housemaid,single,secondary,no,yes,no,cellular,may,1
60,6997,17,855,38,management,married,tertiary,no,no,no,cellular,feb,1
26,12877,15,14,24,blue-collar,single,,no,no,no,cellular,may,1
33,3480,28,1431,11,entrepreneur,married,secondary,no,no,no,cellular,apr,1
40,-169,14,921,3,entrepreneur,single,secondary,no,no,no,cellular,nov,1
36,532,19,413,2,blue-collar,,tertiary,no,no,no,cellular,aug,1
44,-474,23,578,23,retired,,secondary,no,yes,no,unknown,may,1
25,2851,6,1484,37,blue-collar,single,tertiary,no,no,no,cellular,jun,1
30,-796,21,1127,33,blue-collar,single,,no,yes,no,cellular,nov,1
25,7708,19,928,55,blue-collar,single,unknown,no,no,no,cellular,may,1
32,8758,30,36,22,blue-collar,single,tertiary,no,yes,no,cellular,may,1
52,4198,1,37,27,blue-collar,married,,no,yes,no,cellular,,1
47,7124,25,808,28,blue-collar,married,secondary,no,no,no,cellular,,1
30,4263,24,65,44,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
26,-534,6,360,7,admin,single,,no,no,yes,cellular,,1
32,-128,24,1173,9,housemaid,single,secondary,no,yes,no,cellular,may,1
51,11516,2,1992,29,,married,secondary,no,no,no,unknown,jun,1
32,6220,17,1075,30,blue-collar,married,secondary,no,no,no,cellular,,1
29,2481,14,1966,20,technician,single,secondary,no,yes,no,cellular,apr,1
36,2491,9,349,26,blue-collar,married,tertiary,no,no,no,cellular,feb,1
55,4182,19,800,50,,married,secondary,no,no,no,,jun,1
50,1207,27,1490,43,blue-collar,married,primary,no,yes,no,,may,1
40,5006,26,602,3,blue-collar,married,secondary,no,yes,no,cellular,may,1
43,10600,12,98,3,entrepreneur,,secondary,no,no,yes,cellular,jul,1
46,-286,26,1833,12,entrepreneur,married,secondary,no,yes,no,cellular,apr,1
28,437,6,971,16,blue-collar,married,secondary,no,yes,no,cellular,may,1
28,805,6,325,38,blue-collar,single,secondary,no,yes,no,cellular,may,1
32,2037,26,1176,26,technician,single,tertiary,no,yes,no,cellular,may,1
22,6000,24,409,15,blue-collar,single,secondary,no,no,no,cellular,,1
32,5670,14,546,10,housemaid,married,secondary,no,yes,no,unknown,jun,1
30,14107,26,340,26,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
34,13931,16,172,16,entrepreneur,married,primary,no,yes,no,cellular,,1
36,6187,27,619,44,blue-collar,married,secondary,no,no,no,unknown,jun,1
37,5706,13,549,30,housemaid,single,tertiary,no,no,no,cellular,may,1
28,582,3,707,26,housemaid,married,secondary,no,yes,no,cellular,may,1
33,7265,4,697,22,blue-collar,married,secondary,no,yes,no,cellular,,1
46,7708,23,496,29,entrepreneur,married,primary,no,yes,no,cellular,may,1
60,7699,3,775,58,blue-collar,married,,no,no,no,cellular,apr,1
33,11285,2,1062,18,blue-collar,married,tertiary,no,no,no,cellular,nov,1
46,10890,18,1491,35,entrepreneur,married,secondary,no,no,no,cellular,aug,1
54,3136,25,708,23,blue-collar,married,secondary,no,no,no,cellular,,1
46,2671,27,1310,23,blue-collar,,secondary,no,no,no,cellular,,1
35,3868,23,1145,7,entrepreneur,divorced,tertiary,no,no,yes,cellular,,1
58,3723,11,286,5,entrepreneur,divorced,,no,no,no,telephone,oct,1
33,3289,5,134,9,blue-collar,married,secondary,no,no,no,cellular,aug,1
30,6532,6,828,28,blue-collar,single,tertiary,no,yes,no,unknown,may,1
30,1057,7,116,37,blue-collar,single,tertiary,no,no,no,cellular,apr,1
27,584,10,1211,32,retired,single,secondary,no,yes,no,cellular,jul,1
50,26254,19,547,3,entrepreneur,married,tertiary,no,no,no,cellular,,1
28,3769,31,670,30,technician,single,tertiary,no,no,no,cellular,,1
42,2290,1,68,19,blue-collar,married,tertiary,no,yes,no,cellular,,1
30,-1185,23,207,4,blue-collar,single,primary,no,yes,no,unknown,may,1
44,2774,21,3253,5,admin,divorced,,no,yes,no,,,1
36,-256,18,1432,1,entrepreneur,,secondary,no,no,yes,cellular,jul,1
43,16874,7,1403,14,admin,married,secondary,no,no,no,cellular,,1
38,2103,21,395,55,entrepreneur,married,,no,no,no,cellular,may,1
38,1092,16,181,41,blue-collar,single,secondary,no,yes,no,cellular,apr,1
23,-806,20,2330,43,housemaid,single,secondary,no,no,no,cellular,apr,1
37,-541,29,268,50,retired,married,,no,yes,no,telephone,nov,1
33,-298,8,1369,36,blue-collar,,secondary,no,no,no,cellular,,1
47,1722,31,137,22,blue-collar,married,,no,no,no,,jun,1
46,2710,6,595,43,blue-collar,married,,no,yes,no,telephone,,1
35,535,27,288,13,blue-collar,married,,no,no,no,unknown,jun,1
35,1566,16,117,5,blue-collar,single,tertiary,no,yes,no,cellular,,1
37,527,28,512,3,retired,single,secondary,no,no,no,cellular,,1
39,81,28,341,30,entrepreneur,divorced,secondary,no,yes,no,cellular,jul,1
59,1289,7,850,18,housemaid,,,no,yes,yes,cellular,may,1
58,1534,3,430,29,retired,married,,no,no,no,unknown,jun,1
44,1690,4,159,19,blue-collar,single,,no,yes,no,cellular,may,1
30,12584,24,750,39,blue-collar,married,,no,yes,no,unknown,may,1
33,-207,30,443,14,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
28,1713,25,506,9,blue-collar,single,secondary,no,yes,no,cellular,may,1
30,1346,19,538,9,blue-collar,married,secondary,no,yes,no,unknown,may,1
57,645,25,1176,20,blue-collar,divorced,tertiary,no,no,no,cellular,aug,1
32,6060,31,1273,18,entrepreneur,single,tertiary,no,no,no,cellular,aug,1
31,-1300,29,255,39,housemaid,single,tertiary,no,no,no,,,1
27,1086,12,1165,25,entrepreneur,single,tertiary,no,yes,no,unknown,,1
38,3048,22,2420,39,blue-collar,married,tertiary,no,no,no,cellular,,1
31,2881,31,1365,35,technician,married,tertiary,no,no,yes,cellular,nov,1
39,41242,25,537,46,housemaid,single,secondary,no,yes,no,cellular,may,1
35,1290,25,768,16,blue-collar,married,secondary,no,yes,no,cellular,mar,1
58,1687,30,29,27,entrepreneur,married,,no,no,no,cellular,apr,1
30,3505,20,1366,37,blue-collar,single,tertiary,no,yes,no,unknown,may,1
41,1239,10,1140,14,entrepreneur,married,primary,no,yes,no,cellular,nov,1
66,-579,17,368,5,entrepreneur,married,,no,no,no,cellular,feb,1
69,828,30,604,21,entrepreneur,married,,no,no,no,cellular,,1
46,2154,18,1446,26,retired,married,secondary,no,no,no,cellular,,1
33,8304,30,412,55,blue-collar,married,tertiary,no,no,no,cellular,feb,1
43,6683,19,29,10,entrepreneur,single,,no,no,no,unknown,may,1
34,3323,8,1723,28,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
49,3421,4,705,46,blue-collar,married,primary,no,yes,no,cellular,may,1
36,3739,12,266,14,entrepreneur,divorced,tertiary,no,no,yes,cellular,jul,1
55,4235,24,400,29,entrepreneur,married,,no,yes,no,cellular,,1
29,3910,6,1584,29,blue-collar,single,secondary,no,yes,no,unknown,,1
28,9864,13,193,41,blue-collar,single,tertiary,no,no,no,cellular,apr,1
75,13763,8,623,19,blue-collar,divorced,primary,no,no,no,,,1
56,3881,9,779,39,blue-collar,married,tertiary,no,no,no,cellular,mar,1
45,1824,20,514,28,retired,divorced,secondary,no,yes,no,cellular,may,1
38,-854,5,336,21,blue-collar,married,primary,no,no,no,cellular,,1
33,4519,29,92,33,blue-collar,married,secondary,no,yes,no,cellular,may,1
26,5092,23,2330,50,entrepreneur,single,secondary,no,yes,no,cellular,may,1
52,1115,27,750,18,blue-collar,,,no,yes,no,cellular,apr,1
31,11115,5,348,31,blue-collar,single,tertiary,no,no,no,cellular,feb,1
35,-278,5,629,24,admin,,tertiary,no,no,no,cellular,apr,1
32,2843,2,536,9,blue-collar,single,secondary,no,no,no,cellular,aug,1
28,4087,29,970,22,blue-collar,single,,no,no,no,cellular,jul,1
36,-618,2,579,23,housemaid,married,secondary,no,yes,no,cellular,may,1
49,1762,10,1558,1,blue-collar,,secondary,no,no,no,cellular,aug,1
41,5901,29,147,8,entrepreneur,single,secondary,no,no,no,cellular,,1
30,-49,10,646,34,blue-collar,single,tertiary,no,no,no,,mar,1
30,2404,17,702,38,blue-collar,married,secondary,no,yes,no,unknown,may,1
34,1772,19,85,29,blue-collar,married,primary,no,yes,no,unknown,may,1
45,732,30,1330,31,blue-collar,married,tertiary,no,no,no,cellular,,1
28,-532,25,414,30,blue-collar,,secondary,no,yes,no,cellular,apr,1
29,2278,4,343,11,blue-collar,single,,no,no,no,cellular,jan,1
47,-489,11,441,31,entrepreneur,,secondary,no,no,no,cellular,aug,1
53,2527,5,1118,22,blue-collar,,secondary,no,no,no,cellular,aug,1
60,3028,29,565,37,admin,married,tertiary,no,no,no,cellular,,1
37,15161,29,296,30,blue-collar,divorced,secondary,no,yes,no,cellular,,1
59,2328,29,251,58,blue-collar,divorced,,no,no,no,cellular,feb,1
36,-349,6,1147,9,blue-collar,married,secondary,no,no,no,unknown,jun,1
32,-541,3,366,6,blue-collar,,secondary,no,no,no,cellular,aug,1
30,-736,27,477,55,services,single,secondary,no,yes,no,cellular,,1
51,4150,20,1519,21,blue-collar,married,secondary,no,yes,no,unknown,may,1
67,1420,3,688,37,entrepreneur,married,,no,no,no,cellular,,1
59,1163,17,737,14,blue-collar,married,tertiary,no,yes,no,cellular,,1
51,-456,23,1448,19,blue-collar,married,primary,no,yes,no,cellular,jul,1
49,8038,28,88,7,blue-collar,married,tertiary,no,no,no,telephone,,1
33,7505,4,1296,43,blue-collar,single,secondary,no,no,no,cellular,,1
46,-233,21,498,3,entrepreneur,married,secondary,no,yes,no,cellular,jul,1
44,5535,9,1275,32,blue-collar,married,tertiary,no,no,no,cellular,,1
59,3749,24,259,18,entrepreneur,divorced,secondary,no,yes,no,cellular,,1
24,2390,7,1023,21,blue-collar,single,secondary,no,no,yes,cellular,,1
41,1881,18,10,15,blue-collar,married,secondary,no,no,no,unknown,jun,1
73,19985,13,1227,37,,,,no,no,no,,mar,1
41,715,22,1364,36,blue-collar,,,no,yes,no,cellular,feb,1
33,1710,9,1181,19,blue-collar,married,,no,no,no,cellular,nov,1
38,1333,23,153,14,housemaid,married,tertiary,no,no,no,cellular,,1
32,275,3,3183,11,blue-collar,single,tertiary,no,no,no,cellular,aug,1
32,991,19,459,7,blue-collar,single,,no,yes,no,cellular,nov,1
37,5709,6,1489,35,entrepreneur,single,secondary,no,yes,no,unknown,may,1
26,6471,26,1195,34,entrepreneur,married,,no,yes,no,cellular,may,1
25,8163,11,454,27,admin,single,secondary,no,no,yes,cellular,,1
37,395,10,455,58,housemaid,married,tertiary,no,no,no,cellular,,1
25,5505,29,37,7,retired,single,,no,yes,no,cellular,may,1
28,7343,4,653,17,blue-collar,single,tertiary,no,no,no,cellular,,1
46,11317,29,1186,7,blue-collar,married,secondary,no,yes,no,unknown,,1
43,1233,5,466,8,blue-collar,married,secondary,no,no,no,cellular,mar,1
56,149,21,1332,14,entrepreneur,divorced,,no,no,no,cellular,may,1
46,805,3,683,34,entrepreneur,married,primary,no,yes,no,cellular,may,1
48,17555,1,662,20,housemaid,married,,no,no,yes,,jul,1
40,6376,14,1076,39,blue-collar,,,no,yes,no,cellular,apr,1
37,13189,5,743,17,admin,married,secondary,no,yes,no,,,1
49,-982,10,839,2,entrepreneur,married,tertiary,no,no,no,cellular,aug,1
50,-122,5,252,34,entrepreneur,married,tertiary,no,yes,no,cellular,jul,1
31,5310,26,220,6,admin,,secondary,no,no,no,cellular,apr,1
58,-171,2,596,44,,married,secondary,no,no,no,unknown,jun,1
58,6503,11,2053,55,,married,,no,no,no,unknown,jun,1
39,5559,30,334,44,entrepreneur,married,secondary,no,yes,no,cellular,jul,1
31,1244,7,1423,12,blue-collar,,tertiary,no,no,no,cellular,mar,1
51,628,12,621,63,blue-collar,married,secondary,no,no,yes,,,1
33,-612,8,550,26,blue-collar,married,secondary,no,yes,no,,jul,1
40,7785,14,470,37,blue-collar,,tertiary,no,no,no,cellular,aug,1
28,-339,22,1960,15,admin,,secondary,no,yes,yes,cellular,may,1
50,6614,4,0,28,entrepreneur,married,,no,no,no,telephone,jul,1
39,4231,27,1223,9,blue-collar,single,secondary,no,yes,no,,may,1
41,3158,20,1158,44,housemaid,married,,no,no,no,cellular,apr,1
52,2180,5,536,16,entrepreneur,married,primary,no,yes,no,cellular,,1
37,3955,29,864,39,blue-collar,single,secondary,no,no,no,cellular,,1
46,-1965,8,924,32,entrepreneur,married,secondary,no,no,no,cellular,aug,1
31,2239,14,69,4,admin,married,secondary,no,yes,no,cellular,may,1
29,1767,7,175,39,entrepreneur,married,secondary,no,yes,yes,cellular,,1
29,5293,25,571,43,blue-collar,married,secondary,no,yes,no,cellular,may,1
56,942,6,204,50,retired,,,no,no,no,telephone,feb,1
33,1757,3,261,63,blue-collar,married,tertiary,no,no,no,cellular,apr,1
23,-522,14,621,6,blue-collar,married,,no,yes,no,cellular,may,1
23,1520,24,1091,32,retired,single,secondary,no,yes,no,cellular,may,1
27,732,2,998,10,blue-collar,single,secondary,no,no,no,cellular,,1
26,1769,22,596,30,blue-collar,single,secondary,no,yes,no,cellular,,1
36,1361,14,790,29,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
32,3399,9,1123,10,entrepreneur,single,tertiary,no,yes,no,cellular,,1
41,580,23,1594,32,blue-collar,,tertiary,no,yes,no,cellular,mar,1
29,621,2,839,3,blue-collar,single,secondary,no,no,yes,cellular,jul,1
42,1333,4,1412,35,blue-collar,married,,no,yes,no,cellular,apr,1
68,13094,3,354,14,blue-collar,,,no,no,no,cellular,feb,1
50,3369,3,205,8,blue-collar,married,secondary,no,no,no,cellular,,1
30,29230,23,1078,28,entrepreneur,married,secondary,no,yes,no,cellular,nov,1
48,1975,29,718,26,blue-collar,married,tertiary,no,no,no,,jun,1
32,380,17,519,17,blue-collar,married,,no,yes,yes,cellular,may,1
58,8138,18,1258,10,housemaid,married,primary,no,no,no,cellular,aug,1
31,5797,25,1059,15,entrepreneur,single,tertiary,no,yes,no,,may,1
46,354,8,277,35,blue-collar,married,,no,no,no,cellular,aug,1
49,1482,21,505,8,entrepreneur,married,secondary,no,no,no,cellular,may,1
34,2055,12,331,35,blue-collar,single,tertiary,no,no,no,cellular,,1
24,20584,22,1224,22,blue-collar,single,tertiary,no,no,no,cellular,mar,1
38,3766,23,988,25,entrepreneur,married,tertiary,no,no,no,cellular,,1
30,-147,9,476,4,housemaid,single,tertiary,no,no,no,cellular,aug,1
56,1557,2,141,6,blue-collar,divorced,tertiary,no,yes,no,,,1
46,1616,4,417,34,blue-collar,divorced,tertiary,no,no,no,cellular,,1
33,17455,27,827,26,entrepreneur,single,tertiary,no,yes,no,cellular,,1
29,5436,1,168,25,blue-collar,single,unknown,no,no,no,cellular,,1
43,700,28,1100,8,admin,married,secondary,no,no,no,,,1
44,1959,14,874,21,,,primary,no,no,yes,cellular,jul,1
33,4319,5,1467,30,admin,single,,no,yes,no,cellular,may,1
46,2209,8,976,43,,,primary,no,yes,no,cellular,,1
36,1055,19,497,16,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
37,224,14,1600,26,housemaid,married,primary,no,yes,no,cellular,may,1
38,970,22,1342,35,entrepreneur,single,secondary,no,yes,no,cellular,apr,1
